	xcoord	ycoord
Landmark_0	2461.7865161551176	4223.431913036761
Landmark_1	3771.7279651183912	3207.0980302204284
Landmark_2	5059.0842166857465	3523.2907937632876
Landmark_3	5985.077309918405	4855.81744012248
Landmark_4	3545.875991159206	4336.357900016354
Landmark_5	4855.81744012248	4336.357900016354
