	B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasmablasts	SMCs	T-cells
16984x8505	1.1788914e-09	0.080065675	0.01593497	0.580801	0.13256243	0.13236713	0.04777763	0.010491196
5664x5858	0.003856115	0.036186334	0.018472183	0.61307055	0.21310408	0.0075972388	0.010920019	0.096793436
6990x18686	3.0558395e-10	0.07992055	0.032555867	0.700669	0.15721175	0.0077374787	0.021905366	3.059018e-10
17230x17530	0.00462128	0.015804647	0.0015664677	0.94895595	0.012675536	0.010476423	2.843913e-10	0.005899606
16719x6129	6.275409e-10	0.146918	0.091986924	0.459138	0.13268188	0.107386775	0.034821447	0.027066903
13001x16804	0.0017241783	0.027493011	0.0077243024	0.72308886	0.11595848	0.0643664	0.03270233	0.02694241
15856x20375	0.005679861	0.10055576	0.009132193	0.7694947	0.043956395	0.05783205	0.004747232	0.0086018685
12719x19653	5.7763145e-07	5.294008e-10	5.2851495e-10	0.94959664	0.032930236	0.009564684	5.2941895e-10	0.007907882
18091x3758	1.4463567e-09	0.06422072	0.044713035	0.62659925	0.1049961	0.15283561	1.448013e-09	0.006635297
18593x18009	0.014482872	0.031966854	0.0056079496	0.8884884	0.034838777	0.011144355	2.5834626e-10	0.01347074
13712x7545	1.001407e-09	0.09792625	0.03563117	0.5019544	0.15791985	0.07426455	0.0011801774	0.13112357
19694x15162	0.026272241	0.08718468	0.029122353	0.4369054	0.14631489	0.1805591	0.018745903	0.07489542
9447x18694	0.009674278	0.032997236	0.043466724	0.9034552	4.443493e-10	4.445655e-10	0.010406583	4.4358467e-10
5523x7520	1.6776379e-10	0.035428926	0.024134647	0.67458826	0.13681781	0.045862563	0.036824945	0.046342783
17660x10644	3.0478892e-10	3.0485345e-10	3.0458958e-10	0.94717115	0.0025770012	0.03849919	0.011752608	3.0493488e-10
11627x19650	0.023907287	5.7348554e-10	5.7469984e-10	0.95871335	5.7435795e-10	0.0173794	5.7473054e-10	5.7482924e-10
13270x18230	5.023665e-10	0.06583374	0.01170145	0.66254514	0.109997906	0.08707161	0.025093919	0.037756294
14250x9921	0.0008742616	0.025825944	0.00863227	0.7668123	0.032549635	0.11202183	0.042966176	0.010317549
11665x7301	0.0068030236	0.041431397	6.2746336e-10	0.79390013	0.060090043	0.080695346	0.008303237	0.008776825
5348x20106	1.6481067e-10	0.065829605	1.645644e-10	0.93417037	1.6465639e-10	1.6474908e-10	1.6424204e-10	1.6450823e-10
18044x18957	2.5547953e-10	2.5498345e-10	2.5463454e-10	0.9494619	0.0068432153	0.035069358	2.554274e-10	0.008625546
9883x9908	1.3025876e-10	0.0406479	0.031554267	0.7327128	0.11545079	0.02299736	0.01836608	0.038270712
18615x10884	0.0108137075	0.030696012	4.913056e-10	0.90724885	0.0053925063	0.03903043	0.0068184286	4.918016e-10
20256x9939	0.005762625	0.14245088	0.03741758	0.54899186	0.077470504	0.08235639	0.054279584	0.051270593
10159x8959	0.0016650824	3.980199e-10	3.9729253e-10	0.9434577	0.022751331	0.0321259	3.9688655e-10	3.9752523e-10
11801x7539	0.008552018	0.04573273	3.6738046e-10	0.82165295	0.057274885	0.056224324	0.010563047	3.6850403e-10
7953x16077	0.016056791	0.030754289	0.003257336	0.8741416	0.024990045	0.007182181	0.020008173	0.023609644
9720x18694	0.015203395	0.0813702	0.044881262	0.7727081	0.023612775	0.035812687	0.023436615	0.0029750555
15872x15151	0.012473063	0.22303021	0.027888294	0.36458632	0.17642371	0.11263281	0.030329106	0.05263646
8655x9667	0.007863944	0.03842806	0.006961705	0.74031526	0.115990825	0.026551493	0.003207251	0.06068152
11255x7537	0.014602333	0.020208983	0.017491307	0.825734	0.053168643	0.046786346	0.02200837	4.2097664e-10
10689x14185	1.3807697e-10	0.012690029	0.030442977	0.83592427	0.06744157	0.014368574	0.010519962	0.028612608
5355x17731	0.015224048	0.059740365	0.012918682	0.7162689	0.1073251	0.04813414	0.010265177	0.030123614
10019x10146	0.008231944	0.06751607	0.035905544	0.599218	0.11422104	0.08404565	0.025842326	0.06501939
12750x9679	0.005781433	0.012185679	0.003627252	0.9027579	0.039624933	0.026800437	0.0057383487	0.0034840738
10991x4687	0.005889745	0.017581604	0.011233077	0.8171979	0.095503114	0.045201335	0.0073932363	3.8511436e-10
18216x7321	0.0009374777	0.072977416	0.05320294	0.60837543	0.119258076	0.07285903	0.03683458	0.035555016
16285x13965	0.007604533	0.11958276	0.12946269	0.40382415	0.09889232	0.09234908	0.04177163	0.10651285
14110x11108	1.7574583e-10	1.761247e-10	0.004117028	0.91145045	0.05157637	0.011357912	0.0051956456	0.01630265
15211x8262	0.020952377	0.07666592	0.04993951	0.56442434	0.13278522	0.090904415	0.02036067	0.043967582
18764x6848	0.017472964	0.08035613	0.033465195	0.73814106	0.08371951	0.036341663	0.009830641	0.00067288143
13561x12056	0.0053032897	0.00860815	0.023905152	0.79555106	0.06805806	0.014540653	0.03546873	0.048564963
18056x15157	0.020389916	0.20050211	0.12575787	0.15075466	0.15617101	0.23322155	0.014894395	0.09830853
7839x8714	0.0019422304	0.044675466	6.2555106e-10	0.44306588	0.33525383	0.075771764	0.018233288	0.08105752
14226x17996	0.006378492	0.046288524	0.031261396	0.70173705	0.07764854	0.09923805	0.031383716	0.006064232
4813x16305	0.29946885	0.036564074	0.047536533	0.11064906	0.08392082	0.023705915	0.019130757	0.379024
19454x4237	0.032417186	0.09984943	0.028675605	0.5468975	0.14497481	0.13826492	0.008920555	1.375148e-09
12878x12292	0.008204299	0.13011993	0.01414207	0.6663152	0.073192514	0.04206807	0.006310954	0.059646998
14665x8260	0.00066187646	0.040965676	0.047299337	0.61470646	0.17945328	0.07666048	0.011625016	0.028627954
12202x10152	0.0026008422	0.0026092215	3.4677147e-10	0.92693436	0.03783455	0.025999954	0.0040210364	3.466194e-10
6307x18921	2.0552946e-09	0.11571612	2.0564357e-09	0.6192893	0.1815198	0.07067195	0.012802977	2.0538604e-09
16583x5891	0.006258794	0.1659294	0.057667732	0.46372625	0.11320451	0.106650464	0.05561829	0.03094462
15904x4702	0.0050826212	0.10350495	0.055059087	0.58123606	0.15137474	0.07723608	0.026506405	1.2245578e-09
8083x18214	0.007213046	0.020741196	0.0022502046	0.9669668	3.3515338e-10	0.0028287382	3.3571704e-10	3.3505557e-10
16284x14440	0.012954033	0.14225899	0.015546276	0.36568293	0.23143965	0.067955725	0.020303786	0.1438586
7126x18924	3.033088e-10	0.093264036	3.029307e-10	0.8058956	0.081714086	0.013001262	3.0275796e-10	0.0061249374
5621x20107	0.010369759	0.08674211	2.0425238e-10	0.89884126	2.04631e-10	2.0476336e-10	2.0438524e-10	0.004046867
15465x14437	0.054847535	0.10305431	0.03416319	0.6023035	0.05844241	0.09210111	0.008709431	0.046378512
11675x3976	2.4095892e-10	2.410329e-10	0.013882878	0.9040464	0.039016496	0.043054186	2.4114602e-10	2.4070534e-10
19724x5188	7.2353656e-10	0.09453731	0.04559443	0.5023842	0.17672288	0.1104033	0.033980224	0.036377672
19159x11361	2.0576155e-10	0.010242685	0.006365932	0.92339146	0.024886789	0.015244413	0.019868612	2.0584752e-10
19136x18961	2.051371e-10	2.0459708e-10	2.0492631e-10	0.98243654	0.0036178816	0.006647626	0.0072979913	2.0500177e-10
12584x19416	5.398394e-10	0.028893534	0.23796874	0.41565296	0.102872655	0.04823309	0.14537397	0.02100513
13674x19894	0.004284777	0.09375593	0.018963886	0.8403617	0.017953936	0.008104454	5.390797e-10	0.016575417
6866x14648	5.4947485e-10	0.068229355	0.033590004	0.5621281	0.093942545	0.21502474	5.5039584e-10	0.0270852
11659x9201	0.014852624	0.0163747	0.00552838	0.85713446	0.047934722	0.02523855	0.021082882	0.011853766
13553x14906	0.022595761	0.1272101	0.006208656	0.56223214	0.1086875	0.14114903	6.928678e-10	0.031916797
11945x4927	0.0015871883	0.039497096	0.009902756	0.81251895	0.06015021	0.05442437	0.004094405	0.017825006
7844x7289	0.005946409	0.21619378	0.04981293	0.3632256	0.17337954	0.032332197	0.008878487	0.15023105
5783x11795	0.01414264	0.17690098	0.06939156	0.38855255	0.11502878	0.13089211	0.04922888	0.055862505
16404x19902	0.016736172	0.059985384	4.574768e-10	0.8470605	0.020070838	0.031159468	0.0023960825	0.022591554
10264x19171	0.009232318	0.040438913	0.038632922	0.8415787	0.033577673	0.036539346	4.7510884e-10	4.765246e-10
18089x4233	0.030510198	0.09154893	0.03426738	0.6451435	0.11288873	0.08564131	1.6339872e-09	1.6311565e-09
11918x13951	0.006427016	0.029510334	0.006547877	0.7653482	0.11061207	0.016570123	0.009950079	0.055034287
12888x8967	0.010670041	4.685791e-10	4.6714155e-10	0.9120828	0.02758887	0.049658258	4.672511e-10	4.677602e-10
14662x9210	0.024501503	0.109089874	0.0031177737	0.6281164	0.1557571	0.059264783	8.7434304e-10	0.020152513
12894x7067	0.0026876908	0.010353664	7.2411505e-10	0.81599396	0.07783756	0.06095818	0.030314103	0.0018548692
15763x6364	0.028249979	0.14608988	0.031813905	0.47263592	0.20461325	0.06743298	0.011138071	0.03802603
18601x15634	0.026598193	0.16168517	0.005460435	0.25334233	0.15745917	0.22573024	0.023016155	0.14670826
19967x15163	0.035017207	0.11355507	0.09398492	0.36837837	0.12327415	0.17734274	0.013146734	0.075300805
7962x13227	9.4133486e-11	0.0006325103	0.0009929505	0.84811234	0.07903347	0.022268256	0.0068320744	0.042128317
9889x8008	0.006486482	0.023469646	3.5680808e-10	0.8072273	0.078501165	0.06905293	3.5718123e-10	0.01526252
17529x8981	0.020990673	0.12808375	0.14898558	0.32764894	0.19110908	0.08543331	0.041837282	0.055911355
18209x9696	0.073410235	0.105705336	0.07003691	0.46764398	0.15228209	0.0480806	0.02305096	0.059789874
10570x8248	4.3864e-10	0.03302998	0.026731899	0.7700181	0.104039006	0.046251874	0.003079896	0.016849302
13560x12531	0.045568626	0.14278007	0.020183194	0.3006064	0.29363003	0.0278897	0.022231301	0.14711066
14529x8022	1.1392376e-09	0.09013908	0.023199009	0.652031	0.13751966	0.073693395	1.139644e-09	0.02341791
19568x11600	1.8852658e-10	0.015628193	0.072241336	0.78313035	0.025335005	0.026297387	0.0743492	0.0030185254
11626x20125	5.6876126e-10	5.683329e-10	5.6800564e-10	0.87062174	0.024992589	0.05909422	0.021163383	0.024128137
12217x5403	5.7555677e-10	0.04795986	0.016310928	0.6985309	0.13021787	0.058066756	5.7540206e-10	0.048913736
5486x19394	0.00701624	0.05728915	4.0630593e-10	0.8799889	0.021753296	0.03395236	4.060797e-10	4.0619977e-10
11115x8724	5.0870547e-10	0.08328599	0.029955115	0.74050623	0.08402774	0.033495437	0.006363541	0.022365814
8904x17742	0.026128177	0.012518237	5.3155863e-10	0.85338765	0.02490119	0.043133754	5.322272e-10	0.039931007
17087x19667	0.006149989	0.0019120494	0.00054196775	0.9586296	0.0007011111	0.031308353	3.1535285e-10	0.0007570156
17503x17531	2.6243824e-10	2.623937e-10	0.0014766976	0.9908162	2.628771e-10	2.6349856e-10	0.005338602	0.0023685049
13137x17042	0.011707158	0.07035037	0.013928449	0.73500305	0.072393954	0.08004233	0.010738119	0.0058366307
19045x3999	1.7370747e-09	0.051918443	0.014626603	0.5743438	0.13941474	0.108525455	0.07388818	0.037282776
17257x8505	0.02303393	0.10741106	0.05801275	0.5311141	0.105174825	0.13993984	1.3632497e-09	0.035313472
15770x3989	1.0414524e-09	0.053350426	0.027615294	0.6939316	0.10117734	0.10137469	1.0433929e-09	0.022550695
7289x10137	1.3152845e-10	1.3141487e-10	1.311597e-10	0.85329777	0.066566974	0.04155408	1.3137752e-10	0.03858119
12052x14664	0.0032591955	0.08588701	0.009744011	0.64832956	0.14206213	0.062282417	0.022233024	0.026202695
15999x18239	0.0038896175	0.051879097	0.034386463	0.7483228	0.085782334	0.040088322	0.013647456	0.0220038
7153x9900	0.010852864	1.2099387e-10	0.002229506	0.873384	0.07159559	0.008861974	1.2119088e-10	0.03307619
18489x7322	0.007913872	0.07315862	0.02103861	0.7207625	0.081080735	0.064221404	0.010230363	0.021593949
9203x9193	3.6527256e-10	0.06220772	0.010060173	0.7439444	0.1120554	0.03512701	0.008135387	0.028469995
7165x6100	0.0049665635	3.708847e-10	0.009399115	0.86285675	0.058680814	0.04287179	0.008478151	0.012746802
7419x12275	8.239228e-11	0.0031948644	0.0046498096	0.8861087	0.060631517	0.024267418	0.0054727	0.01567497
18453x19196	2.857293e-10	2.860729e-10	2.8707478e-10	0.9755475	0.0050890218	0.019363476	2.8562414e-10	2.8615962e-10
18879x13735	0.0058808583	0.05313459	0.07056355	0.6641876	0.09277734	0.05579163	0.039208643	0.018455766
10849x6349	5.467635e-10	0.016979374	5.4446364e-10	0.8202734	0.08107932	0.079912215	0.0017557382	5.4585386e-10
15630x5176	1.2225293e-09	0.13684507	0.06391666	0.41424167	0.14918913	0.11043077	0.039944526	0.08543217
15764x5889	2.55869e-10	0.065517336	0.1037014	0.3260584	0.43346488	0.022888795	0.022628954	0.025740355
10562x11097	0.006036142	0.022779945	0.011003091	0.807895	0.08111461	0.020706208	0.0031317652	0.04733325
19441x8512	0.018141577	0.102542564	0.04864806	0.56508267	0.10481417	0.092910916	0.041333914	0.026526136
13717x5645	0.0004314103	0.07617464	0.14858629	0.479507	0.102837205	0.14409532	0.018226378	0.030141825
6890x6574	0.01648008	0.035138022	0.0050748694	0.8558236	0.04646507	0.033179116	2.6376618e-10	0.007839199
4951x16067	0.5512493	0.025276182	0.015993064	0.13772555	0.03517424	1.5032076e-10	0.0019407531	0.23264095
17384x11593	1.9242281e-10	1.9257887e-10	0.0041363575	0.95918065	1.9229295e-10	0.032479957	0.004202988	1.9238466e-10
7260x19637	0.010191405	0.0061315657	3.659069e-10	0.9468256	3.658992e-10	0.036851358	3.668006e-10	3.6681042e-10
15315x18949	3.3975564e-10	0.061000753	0.006179415	0.7961238	0.067277014	0.041658703	0.006546487	0.021213736
17371x15868	0.010179864	0.13548593	0.10549704	0.47170195	0.07450482	0.09869786	0.034764644	0.06916783
9740x12045	1.2273549e-10	1.2264796e-10	0.004756586	0.90000474	0.05008188	0.01742325	1.2263861e-10	0.02773344
17779x16582	0.006662855	0.030233765	0.0119166905	0.8262111	0.050115634	0.039971046	0.029463593	0.005425326
10985x6586	0.0025674228	0.022702016	0.012739078	0.679805	0.1335003	0.1050973	0.017184766	0.026404219
19450x5662	5.7785576e-10	0.09288638	0.029001495	0.58902776	0.14562859	0.09786109	0.010846064	0.03474859
18312x20858	0.010257688	2.2655305e-10	0.008635243	0.9373101	0.03521386	0.0052285963	2.2679343e-10	0.00335452
17929x12070	0.0045460877	0.013489485	0.016929705	0.87314135	0.02981939	0.041725457	0.0055209226	0.014827781
15487x7313	5.316007e-10	0.07252191	0.11193794	0.34465685	0.105368204	0.12490027	0.18083952	0.059775293
11079x20598	3.6616e-10	0.07342945	3.648765e-10	0.9013652	0.0044430397	0.016082678	0.004679631	3.6579353e-10
18765x6373	0.008971188	0.12840547	0.056244683	0.46263978	0.15813187	0.06274887	0.08308324	0.039774902
10983x7061	5.097751e-10	0.023536624	0.0072970577	0.804627	0.07138426	0.04902306	5.0938925e-10	0.044131987
9061x10855	0.0028426049	0.035163205	0.010787153	0.61864966	0.16709073	0.041153453	0.0054390808	0.11887409
19024x11123	0.00785701	0.018057035	2.8479885e-10	0.8523511	0.015647506	0.09233061	0.013756821	2.842551e-10
14532x7072	5.4314797e-10	0.008415768	0.02046653	0.74724436	0.09291396	0.099852264	0.017388558	0.013718481
8634x16791	4.326215e-10	0.055832375	0.032013796	0.78342354	0.053933486	0.035374496	4.3258513e-10	0.039422337
12221x3978	0.004176882	2.3952454e-10	0.006459229	0.9148009	0.04119719	0.020510344	0.012855537	2.3960542e-10
8089x16315	2.802268e-10	0.0244305	0.0075334455	0.8136781	0.11641068	0.0036973474	0.0029684368	0.03128151
15332x13249	0.021256201	0.047559883	0.016194139	0.66344196	0.08580789	0.12183244	0.03208833	0.011819213
13573x8257	8.034287e-10	0.05599786	0.009406194	0.641385	0.1354569	0.046827868	0.047542054	0.06338416
13400x20368	0.007897404	0.041587196	0.025470354	0.62695307	0.04007128	0.21182851	0.021605123	0.024587125
10277x14896	0.0077408506	0.06547968	0.02779114	0.70716774	0.1031651	0.07025905	0.004239376	0.014157106
9334x10856	0.0067039668	0.0050109937	1.6525148e-10	0.8237595	0.0977084	0.023251764	0.002453504	0.041111972
14539x4697	5.414517e-10	0.022151325	0.020854037	0.80793905	0.08826926	0.06078636	5.4300825e-10	5.4215754e-10
15352x6600	7.0066236e-10	0.078159355	0.01099814	0.6191852	0.105075546	0.120580845	0.030777894	0.03522302
14125x6359	0.0047963923	0.025657019	0.02645907	0.61118776	0.09584738	0.14189014	0.060488693	0.033673555
19014x14448	0.0066958456	0.1211689	0.038938023	0.3017777	0.29151374	0.042263065	0.02944051	0.16820228
7950x17027	0.0041965875	2.9806074e-10	2.9866057e-10	0.9843066	2.9836905e-10	0.0055214292	2.9846012e-10	0.0059754807
19588x4950	7.787342e-10	0.093937375	0.019914147	0.5868149	0.15722351	0.1220197	7.8145407e-10	0.02009043
5391x5857	0.0151370745	0.011188388	0.03485427	0.74157375	0.09572951	0.036289085	0.008428333	0.056799572
7140x14174	1.8907972e-10	0.02017591	0.022519179	0.70471674	0.089644894	0.108598545	0.031779718	0.022565106
11812x3739	0.0016691627	1.4186928e-10	0.002716767	0.9511365	0.008731434	0.030550458	1.4213308e-10	0.005195646
11097x14424	0.0028130405	0.00835609	0.0025252828	0.81462955	0.1054411	0.037971582	0.008801126	0.019462304
19713x8988	8.8923924e-10	0.1261955	0.022193402	0.48186445	0.16961147	0.08766616	0.058556303	0.053912748
13031x6830	0.010744945	7.1206363e-10	7.090874e-10	0.8498377	0.07280535	0.055668592	0.010943466	7.0848577e-10
16589x3991	8.14166e-10	0.04770452	0.022785455	0.6637022	0.08692549	0.12409778	0.02660515	0.028179372
13450x3744	0.0049195965	1.350435e-10	1.3511488e-10	0.96460056	1.3541725e-10	0.022334713	0.008145165	1.3502752e-10
5530x5145	0.005613679	0.041792043	0.01790379	0.63163596	0.12903337	0.023879668	0.017288439	0.1328531
19548x18249	2.148487e-10	0.049668193	0.031177841	0.7549104	0.063867114	0.061520662	0.025190275	0.013665561
17910x18244	0.005667366	2.974843e-10	2.9731864e-10	0.9724145	2.9856373e-10	0.021918122	2.9724379e-10	2.9774141e-10
10706x8485	0.0050632027	0.035531364	0.015416124	0.6653526	0.16505066	0.05946359	3.9976777e-10	0.054122455
9070x8006	2.5233282e-10	0.0130693875	0.0035913964	0.8079529	0.09462273	0.058842503	0.0024787397	0.019442493
19279x16824	1.5857407e-10	0.007964671	0.008991741	0.91249144	0.03664043	0.030017871	0.003893877	1.5867635e-10
14668x7310	7.26146e-10	0.084795654	0.022613173	0.5459278	0.16040005	0.095111534	0.0252046	0.06594723
15631x4701	0.0058516734	0.09035068	0.12921791	0.45134088	0.09042053	0.09897882	0.04649137	0.08734811
20129x6852	3.886904e-10	0.06612008	0.031203523	0.62359446	0.108751744	0.09646472	0.036318738	0.03754679
10162x8009	0.010041595	0.029839465	0.0056271832	0.896151	0.042823527	0.003692701	0.0021661108	0.0096585015
20267x6140	4.2449322e-10	0.08029073	0.03427104	0.61037165	0.12188941	0.10646738	0.022984665	0.023725176
11360x17749	2.5827465e-10	0.009299025	0.013302855	0.8555209	0.06303025	0.043513324	2.5812394e-10	0.01533367
9486x5869	4.6545526e-10	0.04803769	0.011559741	0.85670197	0.04543146	0.029331736	0.006693912	0.0022434578
13963x14670	0.013753539	0.08205349	0.022097852	0.6564738	0.11469073	0.07446785	0.019072894	0.017389787
16011x14439	3.7688316e-10	0.14434771	0.056377545	0.38490683	0.13933222	0.1106643	0.07462398	0.0897475
9060x11330	1.07908626e-10	1.08057736e-10	1.0786253e-10	0.9213041	0.04014457	0.021327276	0.0028506152	0.014373531
12891x8017	1.2239336e-07	0.07484817	0.044565454	0.5261114	0.13528396	0.18751635	5.097758e-10	0.03167449
13684x16569	2.2734949e-10	0.02799133	0.022052972	0.8299513	0.07181246	0.035946067	4.6487073e-10	0.012245891
13148x13243	0.04153902	0.06382242	0.048628855	0.5700102	0.1690802	0.069041155	0.037878174	7.173798e-10
17497x19431	2.7781913e-10	2.7749922e-10	0.0034116262	0.9887044	8.871218e-06	2.7876396e-10	0.0078751845	2.7806563e-10
6216x3960	2.6732241e-10	0.046031483	0.00021032168	0.7901383	0.09550662	0.04191593	0.008735994	0.017461253
18885x11835	1.7351909e-10	0.014339015	1.7329219e-10	0.93700725	0.009890619	0.021500265	0.01207947	0.0051833997
11080x20123	0.0066777966	0.055564687	0.0052580927	0.9324994	3.9916742e-10	4.0020495e-10	3.9907075e-10	3.985383e-10
11262x5162	0.0039844187	0.013271311	0.00060469547	0.8924799	0.039896604	0.02794994	0.0072754207	0.014537755
16697x13253	3.1275474e-10	0.012456479	0.0046247747	0.8853505	0.031586993	0.05352488	3.1226177e-10	0.0124564245
13977x9920	6.619901e-10	0.034608398	0.0044675884	0.8644216	0.05945463	0.023708021	0.002120817	0.011219033
5232x13218	3.4818715e-10	0.07832661	0.14853245	0.40458018	0.102690674	0.15486337	0.050062433	0.060944185
18224x4946	3.543764e-10	0.028034598	0.0104202395	0.637712	0.21997516	0.042515203	0.015277473	0.046065398
6347x5622	0.0033918018	0.020741545	0.0017582325	0.8035879	0.06405722	0.0301032	0.006088409	0.07027168
17545x3757	0.0034244962	0.116961755	0.06039091	0.55778927	0.13636196	0.119458556	1.2893241e-09	0.0056130737
15898x6601	0.029222665	0.085642055	0.046119124	0.59319514	0.093931146	0.07526045	0.059175394	0.01745407
7162x7050	2.165033e-10	0.007799753	0.0031796193	0.8690643	0.059990462	0.025266431	0.013460197	0.021239234
11623x21075	0.006997493	0.016095642	0.007700987	0.7932318	0.11263073	0.059450436	0.0038929433	3.352393e-10
20117x10652	1.6680055e-10	0.05297431	0.0017476372	0.9012495	0.015613241	0.02275618	0.0056591034	1.6682218e-10
15049x16573	2.390065e-10	0.053216126	0.021425853	0.767103	0.050465163	0.08273206	0.006844736	0.018213047
16310x5890	0.008649213	0.12952778	0.14479908	0.43516147	0.14044988	0.047230646	0.045863207	0.04831872
15614x10400	0.014741157	0.069878496	0.047845744	0.5826947	0.09952409	0.11508314	0.0071021365	0.06313054
11535x5163	4.4579737e-10	0.0118209	4.4502593e-10	0.84786814	0.09591877	0.019487869	0.005434189	0.0194701
19565x12550	2.2506876e-10	0.15176809	0.021055602	0.40086958	0.060924318	0.32857612	0.028700849	0.008105482
12747x10629	2.9781758e-10	0.011191461	0.00020611357	0.9225299	0.023523318	0.02936798	2.979312e-10	0.013181252
12468x12528	0.0146744745	0.014040997	0.011033821	0.8265886	0.100503534	0.006940477	0.006137245	0.020080842
5666x5383	0.00506961	0.03584256	0.027743926	0.6199171	0.1500434	0.009801299	0.033620197	0.11796201
19541x20624	1.3768414e-10	0.0003364256	0.013600658	0.9273888	0.031206015	0.016732559	0.010735549	1.3758439e-10
19173x7086	4.0827136e-10	0.11657325	0.045581136	0.6204448	0.107164934	0.08277203	0.0064365277	0.021027302
5895x19633	0.0019411467	0.025611782	0.00013041052	0.91387296	0.021971941	0.030728104	0.0057437452	2.9860464e-10
10690x13710	1.4027099e-10	1.4007127e-10	0.011927106	0.912242	0.042389087	0.02210538	0.0015505686	0.009785985
17914x16819	2.7335761e-10	0.053944126	0.04792717	0.63215345	0.06735935	0.12268262	0.050334997	0.025598245
19558x14925	0.09392129	0.09103557	0.051056575	0.24524939	0.20436057	0.15463564	0.024419317	0.13532166
7563x9663	2.052556e-10	0.032795113	0.013928463	0.6397763	0.16558425	0.041786578	0.002887961	0.10324131
16020x11589	0.030233536	0.060906343	0.021889279	0.6329832	0.12104473	0.066636674	0.029699532	0.03660671
16040x4939	0.0090009635	0.16672052	0.081031114	0.3744731	0.12669586	0.112250395	0.11756991	0.012258207
19721x6138	4.250061e-10	0.0814128	0.028503114	0.5712167	0.14345515	0.13446565	0.013247672	0.027698955
6580x18922	2.377849e-09	0.07909037	0.013899328	0.64441687	0.09167661	0.17091686	2.374314e-09	2.3773186e-09
11927x11102	0.0043194336	0.00897877	2.050347e-10	0.92229456	0.018679509	0.043512855	0.002214857	2.0478066e-10
12071x8490	0.03498767	0.067712165	0.024105942	0.6248585	0.14411055	0.025046777	5.938734e-10	0.07917842
17094x17292	2.7175248e-10	0.0042554205	0.00072550465	0.87633747	0.044039596	0.011628108	0.043163374	0.01985041
12041x18464	3.228418e-10	0.009528622	0.016862933	0.74962604	0.15422665	0.041914888	0.0016791545	0.02616173
19139x18011	3.2216782e-10	0.06998312	0.0366555	0.75095516	0.04645052	0.027669726	0.055701833	0.01258415
19417x16587	0.0149161	0.009801914	0.013989504	0.86053514	0.042769417	0.040422473	0.009837754	0.0077276123
7854x3965	1.711165e-10	0.022832494	0.005689371	0.7641334	0.11288945	0.029796008	0.022965724	0.04169361
13826x14907	6.319401e-10	0.12517528	6.33009e-10	0.57869214	0.13427292	0.1351977	0.0021638975	0.024498142
9039x17980	4.759681e-10	4.7484644e-10	4.755044e-10	0.9778462	0.014068479	0.00808528	4.7639037e-10	4.763341e-10
14091x17283	3.086634e-10	0.052657038	0.01628763	0.71892846	0.100710645	0.06629632	0.024488138	0.020631827
12604x12766	0.007001619	0.028009871	0.022445666	0.84151447	0.075388245	2.5055552e-10	0.00776208	0.017878098
6346x6097	0.013881162	0.08331708	0.019714538	0.6923648	0.10990512	0.03160147	2.859037e-07	0.04921552
16167x8027	9.255435e-10	0.08365552	0.050671253	0.55522496	0.112801775	0.13283978	0.0461921	0.018614667
18605x14209	1.9352595e-10	0.041512918	0.017819168	0.73655987	0.13331129	0.062115695	1.9441647e-10	0.008681058
4959x13218	3.5770195e-10	0.09723017	0.02681836	0.56830573	0.090581134	0.19456819	3.5776132e-10	0.0224964
6856x17973	0.0015525259	0.061076835	0.013838446	0.83467245	0.065850385	0.018242752	3.7363565e-10	0.0047665597
12214x6353	4.7280885e-10	0.035485033	0.0017479291	0.812444	0.078589715	0.05135434	0.0051493836	0.015229579
19447x6612	3.3909126e-10	0.06480485	0.03509573	0.6618407	0.10632324	0.06389215	0.033777334	0.034266062
18202x12071	0.00046438957	0.01616779	0.005428968	0.83711517	0.040369336	0.05303483	0.015265215	0.0321543
9753x7770	0.0050717657	0.005688145	0.00347306	0.88353723	0.06341761	0.008146713	0.006136828	0.024528708
15620x8500	7.3503936e-10	0.07293037	0.05536752	0.6213479	0.10295802	0.10998953	0.029508147	0.007898533
19812x21100	0.0075781574	0.07903653	0.007279164	0.79415053	0.096217826	0.0072630113	1.6087189e-10	0.00847477
14775x17047	1.4642224e-10	0.042749945	0.03813558	0.7301701	0.076850615	0.060225315	0.021171799	0.030696593
6044x15596	0.0713151	0.053006288	0.033038866	0.20334537	0.20586483	0.17898126	0.023100697	0.23134762
9350x5632	3.669194e-10	0.0075887875	0.00033132132	0.9369321	0.016185453	0.03896238	3.6742223e-10	3.6744885e-10
15354x6125	8.043162e-10	0.09572625	0.027121307	0.50937647	0.11061301	0.23112464	0.0041059284	0.021932404
19814x20625	0.005525115	0.022038434	0.01633401	0.7990708	0.08309468	0.057606757	0.01633025	1.5270499e-10
11929x10152	0.0018254811	0.0058525344	0.03163308	0.87914395	0.028528867	0.023451949	0.029564118	2.8239644e-10
13034x5880	0.015476333	0.06073293	6.940414e-10	0.5408348	0.2132383	0.054186486	0.019023648	0.0965075
18079x7558	0.03254286	0.08686402	0.035135616	0.5426591	0.08535446	0.039613575	0.04648783	0.13134257
16584x5416	7.2698997e-10	0.13140173	0.041022845	0.4463722	0.17969199	0.13062425	0.03865128	0.032235693
