	xcoord	ycoord
Landmark_0	19973.7601997376	21961.4402196144
Landmark_1	4072.3200407232002	20991.840209918402
Landmark_2	4751.0400475104	16919.5201691952
Landmark_3	5187.3600518736	5235.8400523584005
Landmark_4	20167.6802016768	5381.2800538128
Landmark_5	10423.200104232	18180.000181800002
Landmark_6	8144.6400814464005	16774.0801677408
Landmark_7	12556.320125563201	15756.00015756
Landmark_8	8774.880087748801	12992.6401299264
Landmark_9	18131.5201813152	13283.5201328352
